dataset,base_dataset,query_index,question,primary_bucket,missing_gold_count,source_has_all_missing_gold,rank_fill5_recovered_missing_count,binding_candidate_recovered_missing_count,dbec_greedy_path_recovered_missing_count,dbec_final_recovered_missing_count,rank_added_gold_count,dbec_added_gold_count,dbec_added_non_gold_count,dbec_replaced_rank_gold_count,dbec_final_duplicate_title_count,near_title_substitution_count,near_title_substitution_pairs_json,bucket_counts_json,gold_titles_json,setr_missing_titles_json,setr_titles_json,rank_fill_titles_json,dbec_titles_json,dbec_greedy_path_titles_json,binding_candidate_titles_json,setr_f1,dbec_f1,delta_f1_dbec_minus_setr,repair_gated_net_gold_delta_vs_rank,repair_gated_harmful_replacement
MuSiQue,musique,946,What is the name of the castle in the place of birth of the performer of When I Was a Boy?,gold_source_only_not_rank_or_dbec,2,1,0,0,0,0,0,0,3,0,0,0,[],"{""gold_source_only_not_rank_or_dbec"": 2}","[""When I Was a Boy"", ""Casa Loma"", ""Gavin Bradley""]","[""Casa Loma"", ""Gavin Bradley""]","[""When I Was a Boy"", ""Claus von Stauffenberg""]","[""When I Was a Boy"", ""Claus von Stauffenberg"", ""Prince Jean of Luxembourg"", ""Ben Castle"", ""Ray Stewart (Scottish footballer)""]","[""Casa Natal del General Santander"", ""When I Was a Boy"", ""Primo Riccitelli"", ""Claus von Stauffenberg"", ""Prince Jean of Luxembourg""]","[""Casa Natal del General Santander"", ""When I Was a Boy"", ""Primo Riccitelli""]","[""Casa Natal del General Santander"", ""Casa Natal del General Santander""]",0.0,0.0,0.0,0,0
MuSiQue,musique,954,Who was a prominent figure at the radio division of the broadcast company that created the version of The Biggest Loser set in the country where Kelupis originated?,gold_source_only_not_rank_or_dbec,1,1,0,0,0,0,0,0,3,0,2,0,[],"{""gold_source_only_not_rank_or_dbec"": 1}","[""Kelupis"", ""Adult contemporary music"", ""The Biggest Loser Brunei: Lose It All""]","[""Adult contemporary music""]","[""The Biggest Loser Brunei: Lose It All"", ""Kelupis""]","[""The Biggest Loser Brunei: Lose It All"", ""Kelupis"", ""The Biggest Loser (season 1)"", ""The Biggest Loser (season 16)"", ""The Biggest Loser (season 2)""]","[""The Biggest Loser Brunei: Lose It All"", ""Kelupis"", ""The Biggest Loser (season 1)"", ""The Biggest Loser (season 16)"", ""The Biggest Loser (season 2)""]","[""The Biggest Loser Brunei: Lose It All""]",[],0.0,0.0,0.0,0,0
MuSiQue,musique,979,When did the city where the manufacturer of Ten High is headquartered elect its first black mayor?,gold_source_only_not_rank_or_dbec,2,1,0,0,1,1,0,1,3,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1, ""gold_source_only_not_rank_or_dbec"": 1}","[""Black people"", ""Sazerac"", ""Ten High""]","[""Black people"", ""Sazerac""]","[""Ten High"", ""Detroit""]","[""Ten High"", ""Detroit"", ""1967 Detroit riot"", ""Ann Arbor, Michigan"", ""New York City""]","[""Aerotech Consumer Aerospace"", ""Black people"", ""Ten High"", ""General Electric"", ""New York City""]","[""Aerotech Consumer Aerospace"", ""Black people"", ""Ten High"", ""General Electric"", ""New York City""]",[],0.0,1.0,1.0,0,0
MuSiQue,musique,984,Where did who argued that the country of citizenship of Victor Denisov had itself beome an imperialist power declare that he would intervene in the Korean conflict?,all_missing_gold_recovered_by_dbec,1,1,1,0,1,1,3,3,0,0,2,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Victor Denisov"", ""Imperialism"", ""Korean War""]","[""Korean War""]","[""Victor Denisov"", ""Imperialism""]","[""Victor Denisov"", ""Imperialism"", ""Korean War"", ""Korean War"", ""Korean War""]","[""Imperialism"", ""Korean War"", ""Victor Denisov"", ""Korean War"", ""Korean War""]","[""Imperialism"", ""Korean War"", ""Victor Denisov"", ""Korean War""]",[],0.0,0.0,0.0,0,0
MuSiQue,musique,997,"When did the maker of Acura Legend, the manufacturer of Lexus RX and Nissan open US assembly plants?",gold_source_only_not_rank_or_dbec,2,1,1,0,1,1,1,1,3,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1, ""gold_source_only_not_rank_or_dbec"": 1}","[""Shigeyuki Hori"", ""1973 oil crisis"", ""Acura Legend""]","[""Shigeyuki Hori"", ""Acura Legend""]","[""1973 oil crisis"", ""Toyota""]","[""1973 oil crisis"", ""Toyota"", ""Acura RL"", ""Acura RLX"", ""Acura Legend""]","[""1973 oil crisis"", ""Acura Legend"", ""Nissan Rogue"", ""Lexus RX"", ""Datsun""]","[""1973 oil crisis"", ""Acura Legend"", ""Nissan Rogue"", ""Lexus RX"", ""Datsun""]",[],0.0,0.0,0.0,0,0
HotpotQA,hotpotqa,24,This Experts Network sports analysts was inducted into the Pro Football Hall of Fame in 2000 and played in the NFL for how many seasons?,all_missing_gold_recovered_by_dbec,1,1,1,0,1,1,1,1,3,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""The Experts Network"", ""Howie Long""]","[""The Experts Network""]","[""Howie Long""]","[""Howie Long"", ""The Experts Network"", ""Marshall Faulk"", ""Kurt Warner"", ""Terry Bradshaw""]","[""Howie Long"", ""The Experts Network"", ""Marshall Faulk"", ""Kurt Warner"", ""Terry Bradshaw""]","[""Howie Long"", ""The Experts Network""]","[""Howie Long""]",0.6666666666666666,0.6667,3.333333333332966e-05,0,0
HotpotQA,hotpotqa,76,What music school did the singer of The Search for Everything: Wave One attend?,all_missing_gold_recovered_by_dbec,1,1,1,0,1,1,1,1,3,0,0,1,"[{""dbec_title"": ""The Search for Everything: Wave Two"", ""missing_gold_title"": ""The Search for Everything: Wave One""}]","{""gold_recovered_by_dbec_final"": 1}","[""John Mayer"", ""The Search for Everything: Wave One""]","[""The Search for Everything: Wave One""]","[""John Mayer""]","[""John Mayer"", ""The Search for Everything: Wave One"", ""The Search for Everything: Wave Two"", ""Let Freedom Ring (EP)"", ""Sree Rama Varma Music School""]","[""John Mayer"", ""The Search for Everything: Wave One"", ""The Search for Everything: Wave Two"", ""Let Freedom Ring (EP)"", ""Sree Rama Varma Music School""]","[""John Mayer"", ""The Search for Everything: Wave One""]","[""John Mayer""]",1.0,1.0,0.0,0,0
HotpotQA,hotpotqa,87,In which poetic form is Mad Girl's Love Song written and appears in the novel The Bell Jar by Sylvia Plath?,all_missing_gold_recovered_by_dbec,1,1,1,0,0,1,2,2,2,0,1,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Mad Girl's Love Song"", ""The Bell Jar""]","[""The Bell Jar""]","[""Mad Girl's Love Song""]","[""Mad Girl's Love Song"", ""The Bell Jar"", ""The Bell Jar (film)"", ""Hypoxia (Kathryn Williams album)"", ""Czesław Miłosz""]","[""Mad Girl's Love Song"", ""The Bell Jar"", ""The Bell Jar (film)"", ""Hypoxia (Kathryn Williams album)"", ""Czesław Miłosz""]","[""Mad Girl's Love Song""]",[],0.5,0.5,0.0,0,0
HotpotQA,hotpotqa,90,Kadeem Jack is a player in a league that started with how many teams?,all_missing_gold_recovered_by_dbec,1,1,1,0,1,1,1,1,3,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""NBA G League"", ""Kadeem Jack""]","[""Kadeem Jack""]","[""NBA G League""]","[""NBA G League"", ""Kadeem Jack"", ""Derrick Walton"", ""Jalen Jones"", ""Kevin Durant""]","[""NBA G League"", ""Kadeem Jack"", ""Derrick Walton"", ""Jalen Jones"", ""Kevin Durant""]","[""NBA G League"", ""Kadeem Jack""]","[""NBA G League""]",0.0,0.0,0.0,0,0
HotpotQA,hotpotqa,139,What state was the dissenter in Kessler v. Treat from?,all_missing_gold_recovered_by_dbec,1,1,1,1,1,1,1,1,3,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""John Marshall Harlan"", ""Kessler v. Treat""]","[""John Marshall Harlan""]","[""Kessler v. Treat""]","[""Kessler v. Treat"", ""Rule of reason"", ""Kessler v. Eldred"", ""Marie Louise v. Marot"", ""John Marshall Harlan""]","[""John Marshall Harlan"", ""Kessler v. Treat"", ""Rule of reason"", ""Kessler v. Eldred"", ""Marie Louise v. Marot""]","[""John Marshall Harlan"", ""Kessler v. Treat""]","[""John Marshall Harlan""]",1.0,1.0,0.0,0,0
HotpotQA,hotpotqa,145,Who was known for playing a fictionalized version of the wild politician who was the face of communist scare tact's in the early 1950's?,all_missing_gold_recovered_by_dbec,1,1,1,1,1,1,1,1,4,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Joseph McCarthy"", ""James Gregory (actor)""]","[""Joseph McCarthy""]","[""James Gregory (actor)""]","[""James Gregory (actor)"", ""Joseph McCarthy"", ""Red-baiting"", ""Lavender scare"", ""Sam Ervin""]","[""Joseph McCarthy"", ""The Great Impostor"", ""List of fictional actors"", ""Red-baiting"", ""Lavender scare""]","[""Joseph McCarthy"", ""The Great Impostor"", ""List of fictional actors""]","[""Joseph McCarthy"", ""Joseph Stalin"", ""The Great Impostor""]",1.0,0.0,-1.0,0,0
HotpotQA,hotpotqa,185,What key role did the stadium's snowplow operated play in the game following the Dolphins win against the Minnesota Vikings?,all_missing_gold_recovered_by_dbec,1,1,1,1,0,1,1,1,3,0,0,1,"[{""dbec_title"": ""1982 Minnesota Vikings season"", ""missing_gold_title"": ""1982 Miami Dolphins season""}]","{""gold_recovered_by_dbec_final"": 1}","[""1982 Miami Dolphins season"", ""Snowplow Game""]","[""1982 Miami Dolphins season""]","[""Snowplow Game""]","[""Snowplow Game"", ""1982 Miami Dolphins season"", ""1997 Minnesota Vikings season"", ""Super Bowl VIII"", ""1982 Minnesota Vikings season""]","[""1997 Minnesota Vikings season"", ""Super Bowl VIII"", ""1982 Miami Dolphins season"", ""Snowplow Game"", ""1982 Minnesota Vikings season""]","[""1997 Minnesota Vikings season"", ""Super Bowl VIII""]","[""1982 Miami Dolphins season"", ""1997 Minnesota Vikings season"", ""2010 Green Bay Packers season"", ""Washington Redskins"", ""Buffalo Bills""]",0.0,0.4762,0.4762,0,0
HotpotQA,hotpotqa,200,What is special about the wristwatches that Favre-Leuba manufactures?,all_missing_gold_recovered_by_dbec,1,1,0,0,1,1,0,1,3,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Swiss made"", ""Favre-Leuba""]","[""Swiss made""]","[""Favre-Leuba""]","[""Favre-Leuba"", ""Lavet type stepping motor"", ""Lemania"", ""Patek Philippe &amp; Co."", ""Memorigin""]","[""Favre-Leuba"", ""Swiss made"", ""Lavet type stepping motor"", ""Lemania"", ""Patek Philippe &amp; Co.""]","[""Favre-Leuba"", ""Swiss made""]",[],0.0,0.0,0.0,1,0
HotpotQA,hotpotqa,214,"Who won the 2007 Copa America Final, with help from Julio Baptista?",all_missing_gold_recovered_by_dbec,1,1,1,1,1,1,1,1,3,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Júlio Baptista"", ""2007 Copa América Final""]","[""Júlio Baptista""]","[""2007 Copa América Final""]","[""2007 Copa América Final"", ""2007 Copa América"", ""2007 Copa Libertadores Finals"", ""Júlio Baptista"", ""2007 Copa Sudamericana Finals""]","[""2007 Copa América Final"", ""Júlio Baptista"", ""2007 Copa América"", ""2007 Copa Libertadores Finals"", ""2007 Copa Sudamericana Finals""]","[""2007 Copa América Final"", ""Júlio Baptista""]","[""2007 Copa América Final"", ""2007 Copa América Final"", ""2007 Copa América"", ""2007 Copa Libertadores Finals"", ""1993 ATP Buenos Aires – Doubles"", ""Júlio Baptista""]",1.0,1.0,0.0,0,0
HotpotQA,hotpotqa,223,Where is the seminar Jeanne Marie Beaumont directed in 2007-2010 located?,gold_source_only_not_rank_or_dbec,1,1,0,0,0,0,0,0,4,0,0,0,[],"{""gold_source_only_not_rank_or_dbec"": 1}","[""Jeanne Marie Beaumont"", ""The Frost Place""]","[""The Frost Place""]","[""Jeanne Marie Beaumont""]","[""Jeanne Marie Beaumont"", ""Jeanne Golay"", ""Jeanne Marie Ford"", ""Rita Mae Reese"", ""Reginald Gibbons""]","[""Jeanne Marie Beaumont"", ""Jeanne Golay"", ""Jeanne Marie Ford"", ""Rita Mae Reese"", ""Reginald Gibbons""]","[""Jeanne Marie Beaumont""]",[],0.4,0.4,0.0,0,0
HotpotQA,hotpotqa,230,Who was the Goal keeper for Iraq in the 1996 AFC Asian Cup played in the United Arab Emirates?,all_missing_gold_recovered_by_dbec,1,1,1,0,1,1,1,1,3,0,0,2,"[{""dbec_title"": ""1996 AFC Asian Cup squads"", ""missing_gold_title"": ""1996 AFC Asian Cup""}, {""dbec_title"": ""1996 AFC Asian Cup qualification"", ""missing_gold_title"": ""1996 AFC Asian Cup""}]","{""gold_recovered_by_dbec_final"": 1}","[""Emad Hashim"", ""1996 AFC Asian Cup""]","[""1996 AFC Asian Cup""]","[""Emad Hashim""]","[""Emad Hashim"", ""1996 AFC Asian Cup"", ""1996 AFC Asian Cup squads"", ""Kazakhstan national football team 1996"", ""1996 AFC Asian Cup qualification""]","[""1996 AFC Asian Cup"", ""Emad Hashim"", ""1996 AFC Asian Cup squads"", ""Kazakhstan national football team 1996"", ""1996 AFC Asian Cup qualification""]","[""1996 AFC Asian Cup"", ""Emad Hashim""]",[],1.0,1.0,0.0,0,0
HotpotQA,hotpotqa,237,How many times has the national team Joseph Raich Garriga played for in 1941 participated in FIFA World Cups?,all_missing_gold_recovered_by_dbec,1,1,1,1,0,1,1,1,3,0,0,1,"[{""dbec_title"": ""History of the Scotland national football team"", ""missing_gold_title"": ""Spain national football team""}]","{""gold_recovered_by_dbec_final"": 1}","[""Josep Raich"", ""Spain national football team""]","[""Spain national football team""]","[""Josep Raich""]","[""Josep Raich"", ""Luis Suárez (footballer, born 1935)"", ""Spain national football team"", ""Argentina at the FIFA World Cup"", ""History of the Scotland national football team""]","[""Argentina at the FIFA World Cup"", ""Josep Raich"", ""Luis Suárez (footballer, born 1935)"", ""Spain national football team"", ""History of the Scotland national football team""]","[""Argentina at the FIFA World Cup"", ""Josep Raich""]","[""Argentina at the FIFA World Cup"", ""History of the Scotland national football team"", ""Spain national football team"", ""South Korea 2022 FIFA World Cup bid"", ""United States 2022 FIFA World Cup bid""]",0.0,0.0,0.0,0,0
HotpotQA,hotpotqa,374,Who was the director of 2004 American teen comedy adventure film in which Michelle Christine Trachtenberg appeared?,all_missing_gold_recovered_by_dbec,1,1,1,1,1,1,1,1,3,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Michelle Trachtenberg"", ""EuroTrip""]","[""Michelle Trachtenberg""]","[""EuroTrip""]","[""EuroTrip"", ""Michelle Trachtenberg"", ""Mean Girls"", ""New York Minute (film)"", ""Aquamarine (film)""]","[""EuroTrip"", ""The Notorious Bettie Page"", ""Michelle Trachtenberg"", ""Mean Girls"", ""New York Minute (film)""]","[""EuroTrip"", ""The Notorious Bettie Page"", ""Michelle Trachtenberg""]","[""EuroTrip"", ""Michelle Trachtenberg"", ""Mean Girls""]",0.6666666666666666,0.6667,3.333333333332966e-05,0,0
HotpotQA,hotpotqa,377,Falling Stars is a role-playing game published by the company based out of what country?,all_missing_gold_recovered_by_dbec,1,1,0,1,1,1,0,1,3,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Nordcurrent"", ""Falling Stars (video game)""]","[""Nordcurrent""]","[""Falling Stars (video game)""]","[""Falling Stars (video game)"", ""Agatha Christie (video game series)"", ""Guardian's Crusade"", ""EverQuest Role-Playing Game"", ""Macross II: The Role-Playing Game""]","[""Nordcurrent"", ""Falling Stars (video game)"", ""Agatha Christie (video game series)"", ""Guardian's Crusade"", ""EverQuest Role-Playing Game""]","[""Nordcurrent"", ""Falling Stars (video game)""]","[""Nordcurrent"", ""United States Playing Card Company""]",0.0,1.0,1.0,1,0
HotpotQA,hotpotqa,411,What medieval fortress is believed to refer to a chapel at the bottom of a hill?,all_missing_gold_recovered_by_dbec,1,1,1,0,1,1,1,1,3,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Bonkyll Castle"", ""Buncle""]","[""Bonkyll Castle""]","[""Buncle""]","[""Buncle"", ""Asen's Fortress"", ""Fortress of Klis"", ""Tønsberg Fortress"", ""Bonkyll Castle""]","[""Bonkyll Castle"", ""Buncle"", ""Asen's Fortress"", ""Fortress of Klis"", ""Tønsberg Fortress""]","[""Bonkyll Castle""]",[],1.0,1.0,0.0,0,0
HotpotQA,hotpotqa,511,What position does Kyle York hold at the internet performance management company Dyn?,all_missing_gold_recovered_by_dbec,1,1,1,0,0,1,1,1,3,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Dyn (company)"", ""Kyle York (entrepreneur)""]","[""Dyn (company)""]","[""Kyle York (entrepreneur)""]","[""Kyle York (entrepreneur)"", ""Dyn (company)"", ""Carole Post"", ""Verelo"", ""Dynatrace""]","[""Kyle York (entrepreneur)"", ""Dyn (company)"", ""Carole Post"", ""Verelo"", ""Dynatrace""]","[""Kyle York (entrepreneur)""]",[],1.0,1.0,0.0,0,0
HotpotQA,hotpotqa,547,What is the name of one the Italian Navy's new warship?,all_missing_gold_recovered_by_dbec,1,1,1,0,0,1,1,1,3,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Frigate"", ""PPA, Pattugliatori Polivalenti d'Altura""]","[""Frigate""]","[""PPA, Pattugliatori Polivalenti d'Altura""]","[""PPA, Pattugliatori Polivalenti d'Altura"", ""Italian Navy"", ""Frigate"", ""Ship-of-the-line captain"", ""Italian ship Anteo (A5309)""]","[""Italian Navy"", ""PPA, Pattugliatori Polivalenti d'Altura"", ""Frigate"", ""Ship-of-the-line captain"", ""Italian ship Anteo (A5309)""]","[""Italian Navy""]",[],0.4,0.4,0.0,0,0
HotpotQA,hotpotqa,564,"Which rock band chose its name by drawing it out of a hat, Switchfoot or Midnight Oil?",all_missing_gold_recovered_by_dbec,1,1,1,0,0,1,2,1,3,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Midnight Oil"", ""Switchfoot""]","[""Switchfoot""]","[""Midnight Oil""]","[""Midnight Oil"", ""Switchfoot"", ""Jeremiah Burton"", ""Captain 11"", ""Midnight Oil (album)""]","[""Fountains of Wayne"", ""Midnight Oil"", ""Switchfoot"", ""Jeremiah Burton"", ""Captain 11""]","[""Fountains of Wayne"", ""Midnight Oil""]","[""Fountains of Wayne""]",1.0,1.0,0.0,0,0
HotpotQA,hotpotqa,617,What album starring Ed Sheeran was released on 3 March 2017?,all_missing_gold_recovered_by_dbec,1,1,1,0,0,1,1,1,3,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Castle on the Hill (song)"", ""÷ (album)""]","[""Castle on the Hill (song)""]","[""÷ (album)""]","[""÷ (album)"", ""Castle on the Hill (song)"", ""Drunk (Ed Sheeran song)"", ""Sing (Ed Sheeran song)"", ""One (Ed Sheeran song)""]","[""What About Us (Livin Out Loud album)"", ""÷ (album)"", ""Castle on the Hill (song)"", ""Drunk (Ed Sheeran song)"", ""Sing (Ed Sheeran song)""]","[""What About Us (Livin Out Loud album)"", ""÷ (album)""]","[""What About Us (Livin Out Loud album)"", ""Dancing on the Ceiling"", ""Tuskegee (album)"", ""Flashing Lights (Kanye West song)"", ""Talking Heads: 77""]",0.15384615384615385,0.1538,-4.615384615386242e-05,0,0
HotpotQA,hotpotqa,622,What drum machine was introduced in 1989 and allowed 32 notes to be played simultaneously?,gold_source_only_not_rank_or_dbec,1,1,0,0,0,0,0,0,4,0,0,0,[],"{""gold_source_only_not_rank_or_dbec"": 1}","[""Polyphony and monophony in instruments"", ""Roland R-8""]","[""Polyphony and monophony in instruments""]","[""Roland R-8""]","[""Roland R-8"", ""Roland TR-909"", ""Boss Doctor Rhythm DR-110"", ""Movement Systems Drum Computer"", ""The Simpsons Theme""]","[""Roland R-8"", ""Roland TR-909"", ""Boss Doctor Rhythm DR-110"", ""Movement Systems Drum Computer"", ""The Simpsons Theme""]","[""Roland R-8"", ""Roland TR-909""]","[""Roland R-8"", ""Roland R-8""]",0.3333333333333333,0.3333,-3.333333333332966e-05,0,0
HotpotQA,hotpotqa,659,"What festival is held every June in Bartlesville, Oklahoma?",all_missing_gold_recovered_by_dbec,1,1,1,0,0,1,1,1,3,0,0,0,[],"{""gold_recovered_by_dbec_final"": 1}","[""Bartlesville, Oklahoma"", ""OK Mozart Festival""]","[""Bartlesville, Oklahoma""]","[""OK Mozart Festival""]","[""OK Mozart Festival"", ""Des Moines Arts Festival"", ""Bartlesville, Oklahoma"", ""Kastav Film Festival"", ""Cabourg Film Festival""]","[""OK Mozart Festival"", ""Des Moines Arts Festival"", ""Bartlesville, Oklahoma"", ""Kastav Film Festival"", ""Cabourg Film Festival""]","[""OK Mozart Festival""]","[""OK Mozart Festival""]",1.0,0.8,-0.19999999999999996,0,0
