dataset,base_dataset,query_index,question,gold_title,bucket,source_has_gold,source_gold_positions_json,source_best_gold_rank,rank_fill5_has_gold,binding_candidates_have_gold,dbec_greedy_path_has_gold,dbec_final_has_gold,setr_selected_count,gold_doc_count,requirement_count,dependent_req_count,setr_f1,dbec_f1,delta_f1_dbec_minus_setr,rank_fill_positions_json,rank_fill_titles_json,dbec_final_positions_json,dbec_final_titles_json,dbec_greedy_path_positions_json,dbec_greedy_path_titles_json,binding_candidate_positions_json,binding_candidate_titles_json
MuSiQue,musique,826,Where is the district that the person who wanted to reform and address Bernhard Lichtenberg's religion preached a sermon on Marian devotion before his death located?,Wittenberg (district),gold_recovered_by_dbec_final,1,[2],2,1,0,0,1,3,4,2,1,0.0,1.0,1.0,"[0, 7, 14, 1, 2]","[""Bernhard Lichtenberg"", ""Rudolph Goclenius the Younger"", ""Leipzig (district)"", ""Mary, mother of Jesus"", ""Wittenberg (district)""]","[0, 1, 2, 3, 4]","[""Bernhard Lichtenberg"", ""Mary, mother of Jesus"", ""Wittenberg (district)"", ""Mary, mother of Jesus"", ""Reformation""]","[0, 1]","[""Bernhard Lichtenberg"", ""Mary, mother of Jesus""]",[],[]
MuSiQue,musique,826,Where is the district that the person who wanted to reform and address Bernhard Lichtenberg's religion preached a sermon on Marian devotion before his death located?,"Mary, mother of Jesus",gold_recovered_by_dbec_final,1,"[1, 3, 5, 24, 37, 41, 54, 76]",1,1,0,1,1,3,4,2,1,0.0,1.0,1.0,"[0, 7, 14, 1, 2]","[""Bernhard Lichtenberg"", ""Rudolph Goclenius the Younger"", ""Leipzig (district)"", ""Mary, mother of Jesus"", ""Wittenberg (district)""]","[0, 1, 2, 3, 4]","[""Bernhard Lichtenberg"", ""Mary, mother of Jesus"", ""Wittenberg (district)"", ""Mary, mother of Jesus"", ""Reformation""]","[0, 1]","[""Bernhard Lichtenberg"", ""Mary, mother of Jesus""]",[],[]
MuSiQue,musique,837,What is the name of the castle in the city where the performers of Born A Lion was formed?,Born a Lion,gold_recovered_by_dbec_final,1,[0],0,1,0,1,1,2,3,2,1,0.0,0.0,0.0,"[4, 2, 0, 1, 3]","[""Danko Jones"", ""Baynard's Castle"", ""Born a Lion"", ""We Sweat Blood"", ""Robert Fitz Richard""]","[17, 0, 82, 1, 2]","[""Greifensee Castle"", ""Born a Lion"", ""Krimulda Castle"", ""We Sweat Blood"", ""Baynard's Castle""]","[17, 0, 82]","[""Greifensee Castle"", ""Born a Lion"", ""Krimulda Castle""]",[],[]
MuSiQue,musique,837,What is the name of the castle in the city where the performers of Born A Lion was formed?,Casa Loma,gold_source_only_not_rank_or_dbec,1,[88],88,0,0,0,0,2,3,2,1,0.0,0.0,0.0,"[4, 2, 0, 1, 3]","[""Danko Jones"", ""Baynard's Castle"", ""Born a Lion"", ""We Sweat Blood"", ""Robert Fitz Richard""]","[17, 0, 82, 1, 2]","[""Greifensee Castle"", ""Born a Lion"", ""Krimulda Castle"", ""We Sweat Blood"", ""Baynard's Castle""]","[17, 0, 82]","[""Greifensee Castle"", ""Born a Lion"", ""Krimulda Castle""]",[],[]
MuSiQue,musique,848,What does SEAL stand for in the branch of military that operates USS Mahan?,USS Mahan (DDG-42),gold_recovered_by_dbec_final,1,[0],0,1,0,1,1,2,3,2,1,1.0,1.0,0.0,"[1, 3, 0, 2, 4]","[""United States Navy SEALs"", ""Rudy Boesch"", ""USS Mahan (DDG-42)"", ""United States Navy SEALs"", ""List of destroyer classes of the United States Navy""]","[1, 0, 2, 3, 4]","[""United States Navy SEALs"", ""USS Mahan (DDG-42)"", ""United States Navy SEALs"", ""Rudy Boesch"", ""List of destroyer classes of the United States Navy""]","[1, 0]","[""United States Navy SEALs"", ""USS Mahan (DDG-42)""]",[],[]
MuSiQue,musique,848,What does SEAL stand for in the branch of military that operates USS Mahan?,List of destroyer classes of the United States Navy,gold_recovered_by_dbec_final,1,[4],4,1,0,0,1,2,3,2,1,1.0,1.0,0.0,"[1, 3, 0, 2, 4]","[""United States Navy SEALs"", ""Rudy Boesch"", ""USS Mahan (DDG-42)"", ""United States Navy SEALs"", ""List of destroyer classes of the United States Navy""]","[1, 0, 2, 3, 4]","[""United States Navy SEALs"", ""USS Mahan (DDG-42)"", ""United States Navy SEALs"", ""Rudy Boesch"", ""List of destroyer classes of the United States Navy""]","[1, 0]","[""United States Navy SEALs"", ""USS Mahan (DDG-42)""]",[],[]
MuSiQue,musique,863,In what region of the country where Lam Thao is located is John Phan's birthplace?,South Central Coast,gold_source_only_not_rank_or_dbec,1,[5],5,0,0,0,0,2,3,4,2,0.0,0.0,0.0,"[0, 1, 2, 3, 4]","[""John Phan"", ""Lâm Thao District"", ""Hạ Hòa District"", ""Việt Yên District"", ""Lâm Đồng Province""]","[1, 0, 68, 2, 3]","[""Lâm Thao District"", ""John Phan"", ""Robert Perew"", ""Hạ Hòa District"", ""Việt Yên District""]","[1, 0, 68]","[""Lâm Thao District"", ""John Phan"", ""Robert Perew""]",[1],"[""Lâm Thao District""]"
MuSiQue,musique,875,When did the state that Frozen Run is located in reinstate the death penalty?,"Socialist Party of Oregon (Columbia County, Oregon)",gold_absent_from_source_pool,0,[],,0,0,0,0,2,3,2,1,0.0,1.0,1.0,"[0, 1, 2, 3, 4]","[""Frozen Run"", ""Capital punishment in the United States"", ""Capital punishment in the United States"", ""Furman v. Georgia"", ""Capital punishment in the United States""]","[77, 0, 57, 21, 1]","[""Gun laws in Pennsylvania"", ""Frozen Run"", ""Pennsylvania"", ""Hawk Run, Pennsylvania"", ""Capital punishment in the United States""]","[77, 0, 57, 21]","[""Gun laws in Pennsylvania"", ""Frozen Run"", ""Pennsylvania"", ""Hawk Run, Pennsylvania""]",[57],"[""Pennsylvania""]"
MuSiQue,musique,886,"What country is between Lithuania and the country many expelled French Jews relocated to, along with the country of citizenship of Marie Antoinette's mother?","Florimond Claude, Comte de Mercy-Argenteau",gold_recovered_by_dbec_final,1,[0],0,1,0,1,1,3,4,4,2,0.0,0.0,0.0,"[2, 6, 11, 0, 1]","[""Kaliningrad"", ""Middle Ages"", ""Maria Theresa of Naples and Sicily"", ""Florimond Claude, Comte de Mercy-Argenteau"", ""Rose Bertin""]","[11, 12, 3, 0, 1]","[""Maria Theresa of Naples and Sicily"", ""Klejwy PGR"", ""Ashkenazi Jews"", ""Florimond Claude, Comte de Mercy-Argenteau"", ""Rose Bertin""]","[11, 12, 3, 0]","[""Maria Theresa of Naples and Sicily"", ""Klejwy PGR"", ""Ashkenazi Jews"", ""Florimond Claude, Comte de Mercy-Argenteau""]",[11],"[""Maria Theresa of Naples and Sicily""]"
MuSiQue,musique,886,"What country is between Lithuania and the country many expelled French Jews relocated to, along with the country of citizenship of Marie Antoinette's mother?",César Gabriel de Choiseul,gold_source_only_not_rank_or_dbec,1,[33],33,0,0,0,0,3,4,4,2,0.0,0.0,0.0,"[2, 6, 11, 0, 1]","[""Kaliningrad"", ""Middle Ages"", ""Maria Theresa of Naples and Sicily"", ""Florimond Claude, Comte de Mercy-Argenteau"", ""Rose Bertin""]","[11, 12, 3, 0, 1]","[""Maria Theresa of Naples and Sicily"", ""Klejwy PGR"", ""Ashkenazi Jews"", ""Florimond Claude, Comte de Mercy-Argenteau"", ""Rose Bertin""]","[11, 12, 3, 0]","[""Maria Theresa of Naples and Sicily"", ""Klejwy PGR"", ""Ashkenazi Jews"", ""Florimond Claude, Comte de Mercy-Argenteau""]",[11],"[""Maria Theresa of Naples and Sicily""]"
MuSiQue,musique,892,"When did Nissan, the Acura Legend maker and the Scion owner open US assembly plants?",Scion (automobile),gold_source_only_not_rank_or_dbec,1,[5],5,0,0,0,0,2,3,2,1,0.0,0.0,0.0,"[0, 4, 1, 2, 3]","[""1973 oil crisis"", ""Toyota"", ""Acura Legend"", ""Acura RL"", ""Acura RLX""]","[4, 1, 0, 2, 3]","[""Toyota"", ""Acura Legend"", ""1973 oil crisis"", ""Acura RL"", ""Acura RLX""]","[4, 1]","[""Toyota"", ""Acura Legend""]",[],[]
MuSiQue,musique,892,"When did Nissan, the Acura Legend maker and the Scion owner open US assembly plants?",Acura Legend,gold_recovered_by_dbec_final,1,[1],1,1,0,1,1,2,3,2,1,0.0,0.0,0.0,"[0, 4, 1, 2, 3]","[""1973 oil crisis"", ""Toyota"", ""Acura Legend"", ""Acura RL"", ""Acura RLX""]","[4, 1, 0, 2, 3]","[""Toyota"", ""Acura Legend"", ""1973 oil crisis"", ""Acura RL"", ""Acura RLX""]","[4, 1]","[""Toyota"", ""Acura Legend""]",[],[]
MuSiQue,musique,900,What year did the Governor of the city where Pacem in Terris' author died end?,Governor of Vatican City,gold_recovered_by_dbec_final,1,[0],0,1,0,1,1,2,3,4,3,0.0,1.0,1.0,"[2, 3, 0, 1, 4]","[""Pacem in terris"", ""Pope John XXIII"", ""Governor of Vatican City"", ""Canonization of Pope John XXIII and Pope John Paul II"", ""Vatican City""]","[0, 2, 1, 3, 4]","[""Governor of Vatican City"", ""Pacem in terris"", ""Canonization of Pope John XXIII and Pope John Paul II"", ""Pope John XXIII"", ""Vatican City""]","[0, 2]","[""Governor of Vatican City"", ""Pacem in terris""]",[],[]
MuSiQue,musique,900,What year did the Governor of the city where Pacem in Terris' author died end?,Canonization of Pope John XXIII and Pope John Paul II,gold_recovered_by_dbec_final,1,[1],1,1,0,0,1,2,3,4,3,0.0,1.0,1.0,"[2, 3, 0, 1, 4]","[""Pacem in terris"", ""Pope John XXIII"", ""Governor of Vatican City"", ""Canonization of Pope John XXIII and Pope John Paul II"", ""Vatican City""]","[0, 2, 1, 3, 4]","[""Governor of Vatican City"", ""Pacem in terris"", ""Canonization of Pope John XXIII and Pope John Paul II"", ""Pope John XXIII"", ""Vatican City""]","[0, 2]","[""Governor of Vatican City"", ""Pacem in terris""]",[],[]
MuSiQue,musique,901,Where does the body of water by the city where Write This Down was formed and Ohio River meet?,Ohio River,gold_recovered_by_dbec_final,1,"[2, 9]",2,1,0,1,1,2,3,3,2,0.0,0.0,0.0,"[6, 0, 1, 2, 3]","[""Write This Down (band)"", ""Allegheny River"", ""List of crossings of the Kiskiminetas River"", ""Ohio River"", ""Monongahela City Bridge""]","[64, 2, 6, 77, 0]","[""New York City"", ""Ohio River"", ""Write This Down (band)"", ""New York City"", ""Allegheny River""]","[64, 2, 6, 77]","[""New York City"", ""Ohio River"", ""Write This Down (band)"", ""New York City""]",[],[]
MuSiQue,musique,901,Where does the body of water by the city where Write This Down was formed and Ohio River meet?,Minneapolis,gold_source_only_not_rank_or_dbec,1,[22],22,0,0,0,0,2,3,3,2,0.0,0.0,0.0,"[6, 0, 1, 2, 3]","[""Write This Down (band)"", ""Allegheny River"", ""List of crossings of the Kiskiminetas River"", ""Ohio River"", ""Monongahela City Bridge""]","[64, 2, 6, 77, 0]","[""New York City"", ""Ohio River"", ""Write This Down (band)"", ""New York City"", ""Allegheny River""]","[64, 2, 6, 77]","[""New York City"", ""Ohio River"", ""Write This Down (band)"", ""New York City""]",[],[]
MuSiQue,musique,902,What is the capital of the county that shares a border with the county where Don Werner was born?,Jerome Quinn,gold_source_only_not_rank_or_dbec,1,[50],50,0,0,0,0,2,4,3,2,1.0,0.0,-1.0,"[0, 1, 2, 3, 4]","[""Don Werner"", ""Oklahoma City"", ""J. P. Hayes"", ""Anne Simonett"", ""Erik Jensen (American football)""]","[6, 0, 1, 2, 3]","[""Baranya County"", ""Don Werner"", ""Oklahoma City"", ""J. P. Hayes"", ""Anne Simonett""]","[6, 0]","[""Baranya County"", ""Don Werner""]",[6],"[""Baranya County""]"
MuSiQue,musique,902,What is the capital of the county that shares a border with the county where Don Werner was born?,John C. Petersen,gold_absent_from_source_pool,0,[],,0,0,0,0,2,4,3,2,1.0,0.0,-1.0,"[0, 1, 2, 3, 4]","[""Don Werner"", ""Oklahoma City"", ""J. P. Hayes"", ""Anne Simonett"", ""Erik Jensen (American football)""]","[6, 0, 1, 2, 3]","[""Baranya County"", ""Don Werner"", ""Oklahoma City"", ""J. P. Hayes"", ""Anne Simonett""]","[6, 0]","[""Baranya County"", ""Don Werner""]",[6],"[""Baranya County""]"
MuSiQue,musique,902,What is the capital of the county that shares a border with the county where Don Werner was born?,Pulaski High School,gold_absent_from_source_pool,0,[],,0,0,0,0,2,4,3,2,1.0,0.0,-1.0,"[0, 1, 2, 3, 4]","[""Don Werner"", ""Oklahoma City"", ""J. P. Hayes"", ""Anne Simonett"", ""Erik Jensen (American football)""]","[6, 0, 1, 2, 3]","[""Baranya County"", ""Don Werner"", ""Oklahoma City"", ""J. P. Hayes"", ""Anne Simonett""]","[6, 0]","[""Baranya County"", ""Don Werner""]",[6],"[""Baranya County""]"
MuSiQue,musique,908,When does the regular season of the league where the team with the most titles from the series after which the MLB MVP award is given out plays?,Major League Baseball Most Valuable Player Award,gold_recovered_by_dbec_final,1,[3],3,0,0,1,1,3,4,4,3,0.16666666666666666,0.0,-0.16666666666666666,"[4, 1, 14, 0, 2]","[""World Series"", ""Major League Baseball schedule"", ""2018 Major League Baseball season"", ""NBA Most Valuable Player Award"", ""Opening Day""]","[4, 2, 3, 89, 80]","[""World Series"", ""Opening Day"", ""Major League Baseball Most Valuable Player Award"", ""Sports league ranking"", ""2018–19 NHL season""]","[4, 2, 3, 89, 80]","[""World Series"", ""Opening Day"", ""Major League Baseball Most Valuable Player Award"", ""Sports league ranking"", ""2018–19 NHL season""]",[],[]
MuSiQue,musique,908,When does the regular season of the league where the team with the most titles from the series after which the MLB MVP award is given out plays?,New York Yankees,gold_source_only_not_rank_or_dbec,1,"[19, 23]",19,0,0,0,0,3,4,4,3,0.16666666666666666,0.0,-0.16666666666666666,"[4, 1, 14, 0, 2]","[""World Series"", ""Major League Baseball schedule"", ""2018 Major League Baseball season"", ""NBA Most Valuable Player Award"", ""Opening Day""]","[4, 2, 3, 89, 80]","[""World Series"", ""Opening Day"", ""Major League Baseball Most Valuable Player Award"", ""Sports league ranking"", ""2018–19 NHL season""]","[4, 2, 3, 89, 80]","[""World Series"", ""Opening Day"", ""Major League Baseball Most Valuable Player Award"", ""Sports league ranking"", ""2018–19 NHL season""]",[],[]
MuSiQue,musique,922,What major conflict is the country between the country that hosted the tournament and the country where That Dam is from known for?,2020 AFC U-23 Championship qualification,gold_source_only_not_rank_or_dbec,1,[66],66,0,0,0,0,3,4,3,1,0.0,0.0,0.0,"[0, 1, 11, 2, 3]","[""That Dam"", ""Switzerland"", ""2017 FIFA Confederations Cup"", ""Pakxan"", ""UEFA Euro 2012 Final""]","[24, 0, 7, 1, 2]","[""United States men's national soccer team"", ""That Dam"", ""1986 FIFA World Cup"", ""Switzerland"", ""Pakxan""]","[24, 0, 7]","[""United States men's national soccer team"", ""That Dam"", ""1986 FIFA World Cup""]",[24],"[""United States men's national soccer team""]"
MuSiQue,musique,922,What major conflict is the country between the country that hosted the tournament and the country where That Dam is from known for?,Myanmar,gold_absent_from_source_pool,0,[],,0,0,0,0,3,4,3,1,0.0,0.0,0.0,"[0, 1, 11, 2, 3]","[""That Dam"", ""Switzerland"", ""2017 FIFA Confederations Cup"", ""Pakxan"", ""UEFA Euro 2012 Final""]","[24, 0, 7, 1, 2]","[""United States men's national soccer team"", ""That Dam"", ""1986 FIFA World Cup"", ""Switzerland"", ""Pakxan""]","[24, 0, 7]","[""United States men's national soccer team"", ""That Dam"", ""1986 FIFA World Cup""]",[24],"[""United States men's national soccer team""]"
MuSiQue,musique,922,What major conflict is the country between the country that hosted the tournament and the country where That Dam is from known for?,Geography of Myanmar,gold_absent_from_source_pool,0,[],,0,0,0,0,3,4,3,1,0.0,0.0,0.0,"[0, 1, 11, 2, 3]","[""That Dam"", ""Switzerland"", ""2017 FIFA Confederations Cup"", ""Pakxan"", ""UEFA Euro 2012 Final""]","[24, 0, 7, 1, 2]","[""United States men's national soccer team"", ""That Dam"", ""1986 FIFA World Cup"", ""Switzerland"", ""Pakxan""]","[24, 0, 7]","[""United States men's national soccer team"", ""That Dam"", ""1986 FIFA World Cup""]",[24],"[""United States men's national soccer team""]"
MuSiQue,musique,925,Where is the district that the person who wanted to reform and address Jesus Varela's religion preached a sermon on Marian devotion before his death located?,Reformation,gold_source_only_not_rank_or_dbec,1,[8],8,0,0,0,0,3,4,3,2,0.0,0.0,0.0,"[0, 7, 16, 1, 2]","[""Jesus Varela"", ""Ambroise-Marie Carré"", ""Rudolph Goclenius the Younger"", ""Mary, mother of Jesus"", ""Mary, mother of Jesus""]","[1, 19, 0, 2, 3]","[""Mary, mother of Jesus"", ""Sokolniki District"", ""Jesus Varela"", ""Mary, mother of Jesus"", ""Wittenberg (district)""]","[1, 19, 0]","[""Mary, mother of Jesus"", ""Sokolniki District"", ""Jesus Varela""]",[],[]
MuSiQue,musique,925,Where is the district that the person who wanted to reform and address Jesus Varela's religion preached a sermon on Marian devotion before his death located?,Wittenberg (district),gold_recovered_by_dbec_final,1,[3],3,0,0,0,1,3,4,3,2,0.0,0.0,0.0,"[0, 7, 16, 1, 2]","[""Jesus Varela"", ""Ambroise-Marie Carré"", ""Rudolph Goclenius the Younger"", ""Mary, mother of Jesus"", ""Mary, mother of Jesus""]","[1, 19, 0, 2, 3]","[""Mary, mother of Jesus"", ""Sokolniki District"", ""Jesus Varela"", ""Mary, mother of Jesus"", ""Wittenberg (district)""]","[1, 19, 0]","[""Mary, mother of Jesus"", ""Sokolniki District"", ""Jesus Varela""]",[],[]
MuSiQue,musique,925,Where is the district that the person who wanted to reform and address Jesus Varela's religion preached a sermon on Marian devotion before his death located?,"Mary, mother of Jesus",gold_recovered_by_dbec_final,1,"[1, 2, 4, 22, 36, 38, 40, 62]",1,1,0,1,1,3,4,3,2,0.0,0.0,0.0,"[0, 7, 16, 1, 2]","[""Jesus Varela"", ""Ambroise-Marie Carré"", ""Rudolph Goclenius the Younger"", ""Mary, mother of Jesus"", ""Mary, mother of Jesus""]","[1, 19, 0, 2, 3]","[""Mary, mother of Jesus"", ""Sokolniki District"", ""Jesus Varela"", ""Mary, mother of Jesus"", ""Wittenberg (district)""]","[1, 19, 0]","[""Mary, mother of Jesus"", ""Sokolniki District"", ""Jesus Varela""]",[],[]
MuSiQue,musique,943,In what region of the country where Lam Thao is located is the city where the Zone 5 Military Museum can be found?,South Central Coast,gold_source_only_not_rank_or_dbec,1,[5],5,0,0,0,0,2,3,2,1,0.5,0.0,-0.5,"[0, 1, 2, 3, 4]","[""Zone 5 Military Museum, Danang"", ""Lâm Thao District"", ""Hạ Hòa District"", ""Việt Yên District"", ""Museum of Cham Sculpture""]","[1, 0, 2, 3, 4]","[""Lâm Thao District"", ""Zone 5 Military Museum, Danang"", ""Hạ Hòa District"", ""Việt Yên District"", ""Museum of Cham Sculpture""]",[1],"[""Lâm Thao District""]",[1],"[""Lâm Thao District""]"
MuSiQue,musique,946,What is the name of the castle in the place of birth of the performer of When I Was a Boy?,Casa Loma,gold_source_only_not_rank_or_dbec,1,[71],71,0,0,0,0,2,3,3,2,0.0,0.0,0.0,"[6, 0, 1, 2, 3]","[""When I Was a Boy"", ""Claus von Stauffenberg"", ""Prince Jean of Luxembourg"", ""Ben Castle"", ""Ray Stewart (Scottish footballer)""]","[62, 6, 77, 0, 1]","[""Casa Natal del General Santander"", ""When I Was a Boy"", ""Primo Riccitelli"", ""Claus von Stauffenberg"", ""Prince Jean of Luxembourg""]","[62, 6, 77]","[""Casa Natal del General Santander"", ""When I Was a Boy"", ""Primo Riccitelli""]",[62],"[""Casa Natal del General Santander"", ""Casa Natal del General Santander""]"
MuSiQue,musique,946,What is the name of the castle in the place of birth of the performer of When I Was a Boy?,Gavin Bradley,gold_source_only_not_rank_or_dbec,1,[45],45,0,0,0,0,2,3,3,2,0.0,0.0,0.0,"[6, 0, 1, 2, 3]","[""When I Was a Boy"", ""Claus von Stauffenberg"", ""Prince Jean of Luxembourg"", ""Ben Castle"", ""Ray Stewart (Scottish footballer)""]","[62, 6, 77, 0, 1]","[""Casa Natal del General Santander"", ""When I Was a Boy"", ""Primo Riccitelli"", ""Claus von Stauffenberg"", ""Prince Jean of Luxembourg""]","[62, 6, 77]","[""Casa Natal del General Santander"", ""When I Was a Boy"", ""Primo Riccitelli""]",[62],"[""Casa Natal del General Santander"", ""Casa Natal del General Santander""]"
MuSiQue,musique,954,Who was a prominent figure at the radio division of the broadcast company that created the version of The Biggest Loser set in the country where Kelupis originated?,Adult contemporary music,gold_source_only_not_rank_or_dbec,1,[72],72,0,0,0,0,2,3,3,2,0.0,0.0,0.0,"[0, 1, 2, 3, 4]","[""The Biggest Loser Brunei: Lose It All"", ""Kelupis"", ""The Biggest Loser (season 1)"", ""The Biggest Loser (season 16)"", ""The Biggest Loser (season 2)""]","[0, 1, 2, 3, 4]","[""The Biggest Loser Brunei: Lose It All"", ""Kelupis"", ""The Biggest Loser (season 1)"", ""The Biggest Loser (season 16)"", ""The Biggest Loser (season 2)""]",[0],"[""The Biggest Loser Brunei: Lose It All""]",[],[]
